age,job,marital,education,default,balance,housing,loan,contact,poutcome,Target,avgloginspermonth,AvgSessiontime,bounceRate,successrate,timeontask,featureusagescore
32,technician,married,tertiary,no,43,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,26,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,102,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2172,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,divorced,tertiary,no,53,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,1232,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,776,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1882,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,1900,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,3367,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2536,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,5167,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,-55,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,yes,5,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,631,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,5910,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,divorced,tertiary,no,387,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,127,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1836,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2204,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,157,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,divorced,tertiary,no,4393,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,1868,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,930,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,single,tertiary,no,725,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,518,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2629,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1134,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2213,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,678,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,27,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,36,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2431,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,632,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,unemployed,single,tertiary,no,99,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,services,single,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,864,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,single,tertiary,no,211,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,8047,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,723,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,813,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,134,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,769,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,500,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,258,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,16,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2233,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,123,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,9214,no,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,5514,no,no,telephone,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,62,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,blue-collar,single,tertiary,no,700,no,no,unknown,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,937,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2516,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,81,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,6274,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,single,tertiary,no,170,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,2831,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,258,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,135,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,entrepreneur,married,tertiary,no,11591,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,27,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,1667,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,3442,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,519,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,3107,yes,yes,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,1636,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
32,housemaid,married,tertiary,no,357,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,386,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,technician,single,tertiary,no,-311,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,4432,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,single,tertiary,no,1583,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2667,yes,no,cellular,success,no,15,130,0.3,0.7,90,0.8
32,entrepreneur,married,tertiary,no,964,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,unemployed,single,tertiary,no,1611,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,4262,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,360,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2280,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,1923,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,210,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,11281,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,432,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2044,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,444,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,1249,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,6449,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,550,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,technician,single,tertiary,yes,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,913,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2515,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,0,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,586,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,509,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,4654,yes,yes,cellular,failure,yes,8,50,0.8,0.2,210,0.3
32,services,single,tertiary,no,945,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,574,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,266,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,entrepreneur,married,tertiary,no,3192,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,3651,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,4582,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,999,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,514,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,12686,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,233,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,1352,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,3097,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,2185,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,6059,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,3552,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,502,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,1019,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,5276,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,3050,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1344,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,services,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,616,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,2204,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,0,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1613,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1716,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2737,yes,yes,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,-98,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,118,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,admin.,single,tertiary,no,3816,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,housemaid,single,tertiary,no,23663,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,divorced,tertiary,no,874,no,no,cellular,success,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,14522,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,entrepreneur,single,tertiary,no,7641,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,392,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,368,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,665,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,79,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,785,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2223,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,single,tertiary,no,89,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,393,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,100,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,1918,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1218,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,4638,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,0,yes,yes,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,223,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,yes,4,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,569,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2213,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,316,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,943,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,71,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,1852,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,207,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,55,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,141,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,admin.,single,tertiary,no,2004,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,739,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,1534,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,428,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,unemployed,single,tertiary,no,507,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2360,no,no,cellular,other,yes,8,50,0.8,0.2,210,0.3
32,housemaid,married,tertiary,no,357,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,422,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,unemployed,single,tertiary,no,5874,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,703,yes,no,cellular,success,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,520,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,272,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,47,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,unemployed,single,tertiary,no,1974,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2059,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,unemployed,married,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,1246,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,1431,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,322,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,entrepreneur,married,tertiary,no,1496,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2853,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,156,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,124,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,married,tertiary,no,322,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,1230,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,205,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,-149,no,no,cellular,other,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,1813,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,2770,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,-359,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,unemployed,single,tertiary,no,586,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,blue-collar,single,tertiary,no,358,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,261,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,19985,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,student,single,tertiary,no,1138,no,no,telephone,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,312,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,technician,single,tertiary,no,2340,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,technician,married,tertiary,no,3820,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,506,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,8929,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,entrepreneur,single,tertiary,no,-34,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,admin.,single,tertiary,no,8866,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,376,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,self-employed,single,tertiary,no,658,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,1613,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,392,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,250,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,services,single,tertiary,no,1743,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
32,admin.,married,tertiary,no,233,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,divorced,tertiary,no,530,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,948,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1781,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,self-employed,single,tertiary,no,562,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,1012,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,574,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,3981,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,519,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,932,yes,no,cellular,failure,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,8436,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,1059,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,divorced,tertiary,no,294,yes,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,703,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,-109,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,656,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,101,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2974,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,4262,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,1454,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,3154,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,3850,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,914,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,1831,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,1306,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,819,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,entrepreneur,married,tertiary,no,281,yes,no,telephone,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,1683,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,705,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,268,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,462,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,10281,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,technician,single,tertiary,no,5514,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,2069,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,2974,yes,no,cellular,failure,yes,8,50,0.8,0.2,210,0.3
32,technician,single,tertiary,no,696,no,yes,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,technician,single,tertiary,no,4,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,796,no,yes,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,628,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,4733,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,566,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,697,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,1388,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,technician,single,tertiary,no,1246,yes,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
32,student,single,tertiary,no,214,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,student,single,tertiary,no,1138,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,2458,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,141,yes,no,cellular,success,no,15,130,0.3,0.7,90,0.8
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,202,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2360,no,no,cellular,success,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,2613,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,student,single,tertiary,no,290,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,112,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,married,tertiary,no,52,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,721,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,0,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,technician,divorced,tertiary,no,75,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,11,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,4761,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,self-employed,single,tertiary,no,0,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,married,tertiary,no,2218,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
32,management,single,tertiary,no,-248,yes,yes,cellular,other,no,15,130,0.3,0.7,90,0.8
32,admin.,divorced,tertiary,no,-2,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
32,management,married,tertiary,no,2465,yes,yes,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
32,management,single,tertiary,no,41,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
